TwoClass	FourClass	ID	Text	https	http	Trump	people	police	country	America	President	Obama	Donald	state	U.S.	government	children	law	veterans	Americans	Hillary	time	day	God	Clinton	man	border	years	States	flag	world	refugees	illegals	life	immigration	nation	way	today	history	United	New	nothing	heroes	Muslims	citizens	freedom	video	war	immigrants	officer	lives	woman	officers	year	family	aliens	home	House	security	rights	media	care	benefits	times	soldiers	things	morning	men	American	school	cops	women	politicians	attack	something	news	Islam	patriots	money	terrorists	parents	city	thing	laws	criminals	Muslim	attacks	Black	child	York	wall	policy	share	right	administration	welfare	everyone	percentage	liberals	part	health	thousands	office
F	FNT	FN_TWT_IRAhandle_2358	Hearing for accused road-rage killer postponed https://t.co/7rSrhantKU https://t.co/o4VwtpdgnZ	-8																																																																																																			
F	FNT	FN_TWT_IRAhandle_2359	"‘Bridgegate’ Mastermind Avoids Prison, Sentenced To 3 Years’ Probation https://t.co/nPZd2m5D7e https://t.co/DgY7pSTLv5"	-4																								0																																																																											
F	FNT	FN_TWT_IRAhandle_2360	"Cosby Trial Cost Montgomery County Over $219,000 https://t.co/iai95Nk8Tj https://t.co/fy5prMzkrk"	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2361	"Parents worry about fate of missing son, 22, last seen in Bucks https://t.co/uQ4jx4GA8I https://t.co/ogmEb2qhog"	0																																																																													-4																						
F	FNT	FN_TWT_IRAhandle_2362	Curry to start against Charlotte; Barnes expected back  #sports																																																																																																				
F	FNT	FN_TWT_IRAhandle_2363	Tracking Great White Sharks at the Jersey Shore https://t.co/s78JEIIMs8 https://t.co/6eLR7LUWMH	3																																																																																																			
F	FNT	FN_TWT_IRAhandle_2364	NBC10 First Alert: Hot Weather on the Way https://t.co/cghGfRGgeo https://t.co/1Gxq7wJAyI	0																																	0																																																																		
F	FNT	FN_TWT_IRAhandle_2365	I feel like I am seeing the impact of focusing on STEM & test scores at the expense of language skills. Whew...child																																																																																						0														
F	FNT	FN_TWT_IRAhandle_2366	"VIDEO: Suspects Rob Qdoba Restaurant Armed With ‘Freddy Kruger’ Glove, Large Knife https://t.co/bkLKDZubbV https://t.co/8S2Ssxwfhe"	-2																																											0																																																								
F	FNT	FN_TWT_IRAhandle_2367	DNC Closures: Where You Should Avoid During the Convention https://t.co/OV9lw3miFr \| https://t.co/MD7eP27xyN https://t.co/Ff09ENZljX	0																																																																																																			
F	FNT	FN_TWT_IRAhandle_2368	Expert: Architect bears main responsibility for deadly Center City building collapse https://t.co/NaQoYyvUVG	-4																																																																														-4																					
F	FNT	FN_TWT_IRAhandle_2369	Ubinas: Mother on mission to find sons killer https://t.co/Jrb2ddMaYa	-2																																																																																																			
F	FNT	FN_TWT_IRAhandle_2370	#TurkeyAggressor Turkmen Commander: We shot both pilots dead as they parachuted after the shoot down. Their dead bodies are here.																																																																																																				
F	FNT	FN_TWT_IRAhandle_2371	@RandPaul #demndebate #DemDebate won�t show how good the candidates will handle our economy only how good is their imagination																																																																																																				
F	FNT	FN_TWT_IRAhandle_2372	LIVE updates: Gov. Duceys State of the State  #politics											0																																																																																									
F	FNT	FN_TWT_IRAhandle_2373	"#local #news Arizona cities react to Duceys ultimatum on minimum wage, labor rules"																																																																									-2																											
